2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;05;28
2020;02;19;2020;04;30;2020;04;19;2020;04;23;2020;02;19;2020;05;27
2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;05;31
2020;02;19;2020;04;30;2020;04;19;2020;04;23;2020;02;19;2020;06;27
2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;06;15
2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;05;28
2020;02;19;2020;04;30;2020;04;19;2020;04;23;2020;02;19;2020;06;27
2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;07;31
2020;02;19;2020;04;30;2020;04;19;2020;04;23;2020;02;19;2020;06;01
2020;04;15;2020;04;30;2020;04;17;2020;04;23;2020;04;29;2020;08;31
2020;02;19;2020;04;30;2020;04;19;2020;04;23;2020;02;19;2020;09;01
